station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
94767,Sydney,1750-02-01,Summer,,21.1,28.5,0.0,,,,,,
94767,Sydney,1750-02-02,Summer,,21.2,29.9,0.0,,,,,,
94767,Sydney,1750-02-03,Summer,,21.3,27.9,0.0,,,,,,
94767,Sydney,1750-02-04,Summer,,21.0,28.1,0.0,,,,,,
94767,Sydney,1750-02-05,Summer,,20.7,26.7,2.6,,,,,,
94767,Sydney,1929-09-01,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-02,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-03,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-04,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-05,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-06,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-07,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-08,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-09,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-10,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-11,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-12,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-13,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-14,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-15,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-16,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-17,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-18,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-19,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-20,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-21,Spring,,,,0.3,,,,,,
94767,Sydney,1929-09-22,Spring,,,,1.0,,,,,,
94767,Sydney,1929-09-23,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-24,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-25,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-26,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-27,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-28,Spring,,,,0.0,,,,,,
94767,Sydney,1929-09-29,Spring,,,,6.6,,,,,,
94767,Sydney,1929-09-30,Spring,,,,1.8,,,,,,
94767,Sydney,1929-10-01,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-02,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-03,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-04,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-05,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-06,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-07,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-08,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-09,Spring,,,,22.4,,,,,,
94767,Sydney,1929-10-10,Spring,,,,20.1,,,,,,
94767,Sydney,1929-10-11,Spring,,,,15.7,,,,,,
94767,Sydney,1929-10-12,Spring,,,,5.6,,,,,,
94767,Sydney,1929-10-13,Spring,,,,28.4,,,,,,
94767,Sydney,1929-10-14,Spring,,,,35.1,,,,,,
94767,Sydney,1929-10-15,Spring,,,,17.8,,,,,,
94767,Sydney,1929-10-16,Spring,,,,4.1,,,,,,
94767,Sydney,1929-10-17,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-18,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-19,Spring,,,,7.6,,,,,,
94767,Sydney,1929-10-20,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-21,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-22,Spring,,,,0.3,,,,,,
94767,Sydney,1929-10-23,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-24,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-25,Spring,,,,17.8,,,,,,
94767,Sydney,1929-10-26,Spring,,,,4.3,,,,,,
94767,Sydney,1929-10-27,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-28,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-29,Spring,,,,0.0,,,,,,
94767,Sydney,1929-10-30,Spring,,,,0.5,,,,,,
94767,Sydney,1929-10-31,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-01,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-02,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-03,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-04,Spring,,,,5.8,,,,,,
94767,Sydney,1929-11-05,Spring,,,,0.5,,,,,,
94767,Sydney,1929-11-06,Spring,,,,3.8,,,,,,
94767,Sydney,1929-11-07,Spring,,,,1.3,,,,,,
94767,Sydney,1929-11-08,Spring,,,,2.8,,,,,,
94767,Sydney,1929-11-09,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-10,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-11,Spring,,,,7.1,,,,,,
94767,Sydney,1929-11-12,Spring,,,,0.8,,,,,,
94767,Sydney,1929-11-13,Spring,,,,0.5,,,,,,
94767,Sydney,1929-11-14,Spring,,,,0.3,,,,,,
94767,Sydney,1929-11-15,Spring,,,,12.7,,,,,,
94767,Sydney,1929-11-16,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-17,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-18,Spring,,,,15.5,,,,,,
94767,Sydney,1929-11-19,Spring,,,,16.8,,,,,,
94767,Sydney,1929-11-20,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-21,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-22,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-23,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-24,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-25,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-26,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-27,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-28,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-29,Spring,,,,0.0,,,,,,
94767,Sydney,1929-11-30,Spring,,,,0.0,,,,,,
94767,Sydney,1929-12-01,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-02,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-03,Summer,,,,14.0,,,,,,
94767,Sydney,1929-12-04,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-05,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-06,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-07,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-08,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-09,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-10,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-11,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-12,Summer,,,,14.5,,,,,,
94767,Sydney,1929-12-13,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-14,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-15,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-16,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-17,Summer,,,,0.5,,,,,,
94767,Sydney,1929-12-18,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-19,Summer,,,,1.3,,,,,,
94767,Sydney,1929-12-20,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-21,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-22,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-23,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-24,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-25,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-26,Summer,,,,0.8,,,,,,
94767,Sydney,1929-12-27,Summer,,,,5.3,,,,,,
94767,Sydney,1929-12-28,Summer,,,,0.8,,,,,,
94767,Sydney,1929-12-29,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-30,Summer,,,,0.0,,,,,,
94767,Sydney,1929-12-31,Summer,,,,1.3,,,,,,
94767,Sydney,1930-01-01,Summer,,,,15.2,,,,,,
94767,Sydney,1930-01-02,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-03,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-04,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-05,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-06,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-07,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-08,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-09,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-10,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-11,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-12,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-13,Summer,,,,7.6,,,,,,
94767,Sydney,1930-01-14,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-15,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-16,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-17,Summer,,,,3.6,,,,,,
94767,Sydney,1930-01-18,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-19,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-20,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-21,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-22,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-23,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-24,Summer,,,,72.9,,,,,,
94767,Sydney,1930-01-25,Summer,,,,3.0,,,,,,
94767,Sydney,1930-01-26,Summer,,,,5.6,,,,,,
94767,Sydney,1930-01-27,Summer,,,,4.6,,,,,,
94767,Sydney,1930-01-28,Summer,,,,1.3,,,,,,
94767,Sydney,1930-01-29,Summer,,,,0.0,,,,,,
94767,Sydney,1930-01-30,Summer,,,,0.3,,,,,,
94767,Sydney,1930-01-31,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-01,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-02,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-03,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-04,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-05,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-06,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-07,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-08,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-09,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-10,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-11,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-12,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-13,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-14,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-15,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-16,Summer,,,,5.8,,,,,,
94767,Sydney,1930-02-17,Summer,,,,2.5,,,,,,
94767,Sydney,1930-02-18,Summer,,,,1.5,,,,,,
94767,Sydney,1930-02-19,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-20,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-21,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-22,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-23,Summer,,,,6.4,,,,,,
94767,Sydney,1930-02-24,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-25,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-26,Summer,,,,0.8,,,,,,
94767,Sydney,1930-02-27,Summer,,,,0.0,,,,,,
94767,Sydney,1930-02-28,Summer,,,,0.0,,,,,,
94767,Sydney,1930-03-01,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-02,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-03,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-04,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-05,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-06,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-07,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-08,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-09,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-10,Autumn,,,,0.8,,,,,,
94767,Sydney,1930-03-11,Autumn,,,,17.8,,,,,,
94767,Sydney,1930-03-12,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-13,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-14,Autumn,,,,21.6,,,,,,
94767,Sydney,1930-03-15,Autumn,,,,17.8,,,,,,
94767,Sydney,1930-03-16,Autumn,,,,3.8,,,,,,
94767,Sydney,1930-03-17,Autumn,,,,3.6,,,,,,
94767,Sydney,1930-03-18,Autumn,,,,25.4,,,,,,
94767,Sydney,1930-03-19,Autumn,,,,5.6,,,,,,
94767,Sydney,1930-03-20,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-21,Autumn,,,,1.5,,,,,,
94767,Sydney,1930-03-22,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-23,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-24,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-25,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-26,Autumn,,,,6.9,,,,,,
94767,Sydney,1930-03-27,Autumn,,,,2.0,,,,,,
94767,Sydney,1930-03-28,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-29,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-30,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-03-31,Autumn,,,,0.0,,,,,,
94767,Sydney,1930-04-01,Autumn,,,,0.0,,,,,,
